Reaction #,Plate,Rxn_Plate_Row,Rxn_Plate_Col,Prod_Smiles,Rxn_Plate,Product_theoretical_umol,Target Mass,ArX_ID,ArX_Smiles,ArX_umol,ArX_equiv,ArX_conc_M,ArX_nL,Acid_ID,Acid_Smiles,Acid_umol,Acid_equiv,Acid_conc_M,Acid_nL,Catalyst_ID,Catalyst_Smiles,Catalyst_umol,Catalyst_equiv,Catalyst_conc_M,Catalyst_nL,Additive_ID,Additive_Smiles,Additive_umol,Additive_equiv,Additive_conc_M,Additive_nL,Solvent_ID,Solvent_nL,Solvent_Smiles,Quench_Solvent1_ID,Quench_Solvent1_Smiles,Quench_Solvent1_uL,Quench_Additive1_ID,Quench_Additive1_Smiles,Quench_Additive1_conc_M,Solution_Base_ID,Solution_Base_Smiles,Solution_Base_umol,Solution_Base_equiv_rel_to_solute,Solution_Base_conc,Solution_Base_solute,Solution_Photocatalyst_ID,Solution_Photocatalyst_Smiles,Solution_Photocatalyst_umol,Solution_Photocatalyst_equiv_rel_to_solute,Solution_Photocatalyst_conc,Solution_Photocatalyst_solute,Solution_Ligand_ID,Solution_Ligand_Smiles,Solution_Ligand_umol,Solution_Ligand_equiv_rel_to_solute,Solution_Ligand_conc,Solution_Ligand_solute,CAD Yield,UV210_Prod AreaAbs,UV254_Prod AreaAbs
2005,3,4,13,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)COc3ccc(cc3)OC(F)(F)F,20hr_25C,0.1,513.15,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00052352,c1cc(ccc1OCC(=O)O)OC(F)(F)F,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,24.4,97938.0,39351.5
2006,3,4,14,CC(=O)NC(c1ccccc1)c2cc(sc2)[C@@]3(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N3)C)C,20hr_25C,0.1,470.20,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00055924,CC(=O)NC(c1ccccc1)C(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,1.5,20888.4,9291.1
2007,3,4,15,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)CNC(=O)[C@H](CCC(=O)N)NC(=O)OCc3ccccc3,20hr_25C,0.1,614.25,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00055926,c1ccc(cc1)COC(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,18.9,83583.5,26094.5
2008,3,4,16,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)CCC(=O)c3ccc(cc3)c4ccccc4,20hr_25C,0.1,531.22,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00056701,c1ccc(cc1)c2ccc(cc2)C(=O)CCC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.7,27256.1,11270.0
2009,3,4,17,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)C(C)(C)Oc3ccccc3Cl,20hr_25C,0.1,491.16,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00056708,CC(C)(C(=O)O)Oc1ccccc1Cl,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.0,0.0,0.0
2010,3,4,18,Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)Cc4cc(sc4)[C@@]5(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N5)C)C,20hr_25C,0.1,634.20,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00057095,Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,1.9,52686.4,24157.0
2011,3,4,19,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)C(Cc3c[nH]cn3)O,20hr_25C,0.1,433.18,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00057165,c1c(nc[nH]1)C[C@@H](C(=O)O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.0,0.0,0.0
2012,3,4,20,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)COc3ccc(c(c3)OC)C=O,20hr_25C,0.1,487.18,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00058468,COc1cc(ccc1C=O)OCC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,25.4,121965.9,53056.9
2013,3,4,21,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)C(Cc3cccs3)NC(=O)OC(C)(C)C,20hr_25C,0.1,548.21,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00062051,CC(C)(C)OC(=O)N[C@@H](Cc1cccs1)C(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,3.0,27484.6,14379.5
2014,3,4,22,CC(c1cc(sc1)[C@@]2(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N2)C)C)NC(=O)OC(C)(C)C,20hr_25C,0.1,466.22,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00063124,CC(C(=O)O)NC(=O)OC(C)(C)C,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,19.0,61608.0,23497.6
2015,3,4,23,CC(c1cc(sc1)[C@@]2(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N2)C)C)NC(=O)c3ccccc3,20hr_25C,0.1,470.20,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00063127,C[C@H](C(=O)O)NC(=O)c1ccccc1,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,7.2,50047.0,21856.3
2016,3,4,24,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)C(CO)NC(=O)OC(C)(C)C,20hr_25C,0.1,482.22,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00063142,CC(C)(C)OC(=O)N[C@H](CO)C(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,3.0,40646.8,13770.2
2017,3,5,1,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)C(CO)NC(=O)OCc3ccccc3,20hr_25C,0.1,516.20,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00063144,c1ccc(cc1)COC(=O)N[C@H](CO)C(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,5.3,41587.7,15260.4
2018,3,5,2,CC(=O)N1CCCC1c2cc(sc2)[C@@]3(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N3)C)C,20hr_25C,0.1,434.20,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00063230,CC(=O)N1CCCC1C(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,19.7,67419.6,23340.9
2019,3,5,3,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)CCCCCCNC(=O)OC(C)(C)C,20hr_25C,0.1,522.29,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00063356,CC(C)(C)OC(=O)NCCCCCCC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,8.5,39261.7,16737.6
2020,3,5,4,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)C(Cc3ccccc3)O,20hr_25C,0.1,443.19,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00063840,c1ccc(cc1)C[C@H](C(=O)O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.0,8219.9,1586.0
2021,3,5,5,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)C(c3ccccc3)OC,20hr_25C,0.1,443.19,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00064217,COC(c1ccccc1)C(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.0,262.4,319.7
2022,3,5,6,CCCCCCCC/C=C\CCCCCCCc1cc(sc1)[C@@]2(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N2)C)C,20hr_25C,0.1,559.38,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00064242,CCCCCCCC/C=C\CCCCCCCC(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,0.5,12567.9,5369.1
2023,3,5,7,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)C(CCC(=O)N)NC(=O)OC(C)(C)C,20hr_25C,0.1,523.25,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00065571,CC(C)(C)OC(=O)N[C@@H](CCC(=O)N)C(=O)O,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,5.6,27835.2,12403.5
2024,3,5,8,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)C(Cc3ccc(cc3)OC(C)(C)C)NC(=O)OC(C)(C)C,20hr_25C,0.1,614.31,MFCD31807316,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br,0.1,1,0.1,0,MFCD00065598,CC(C)(C)Oc1ccc(cc1)C[C@@H](C(=O)O)NC(=O)OC(C)(C)C,0.15,1.5,0.2,750,NiCl2 glyme complex,COCCOC.Cl[Ni]Cl,0.01,0.1,0.1,100,MFCD00005881,c1ccc2c(c1)C(=O)NC2=O,0.1,1,0.667,150,DMSO,0,CS(=O)C,DMSO,CS(=O)C,9.0,Acetic Acid,CC(=O)O,0.1,MFCD01862972,CC(C)(C)N=C(N(C)C)N(C)C,0.15,1,Neat,Acid,(Ir[dF(CF3)ppy]2(dtbpy))PF6,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C.c1cc(ncc1C(F)(F)F)c2c(cc(cc2[Ir+]c3cc(cc(c3c4ccc(cn4)C(F)(F)F)F)F)F)F.F[P-](F)(F)(F)(F)F,0.002,0.2,Neat,Catalyst,MFCD01863731,CC(C)(C)c1ccnc(c1)c2cc(ccn2)C(C)(C)C,0.015,1.5,Neat,Catalyst,3.7,29294.0,9859.4
